,review,rating
26472,nice friendly place good price food,4 stars
26473,rude cashier dirty seat full crazy looking peopledrug little bit uncomfortable hot chocolate,2 stars
26474,husband buy value money senior coffee,5 stars
26475,long line short good tried bacon cheese fry limited time,3 stars
26476,mcdonald store clean service prompt people nice ordering machine pain use unresponsive,4 stars
26477,refund cashier transaction refund sandwich disrespectful,1 star
26478,people worker hmm ing food accurate warm,4 stars
26479,wonderful customer service,5 stars
26480,place friendly people expensive basic mcdonald cheap option,3 stars
26481,horrible customer service staff love bad customer talk nit ranch,1 star
26482,mcdonald cashier easy nice clean courteous employee well,4 stars
26483,big mac,5 stars
26484,great place refill employee air pod hat restroom dirty clean horrible restaurant,1 star
26485,chicken buttermilk combo drink explain manager unsatisfactory,1 star
26486,mcdonald busy efficient impressed napkin people food ketchup,3 stars
26487,usual good work thank meal,5 stars
26488,bad experience employee rude bad attitude,1 star
26489,slow,3 stars
26490,bad location service slow time,4 stars
26491,food great service quick forgot napkin order,4 stars
26492,great experience food great ice cream machine elevator stair arcade fun side note phone employee great wish name phone priority family next time,5 stars
26493,staff friendly food good facility clean busy food good food minute order pasta,4 stars
26494,love world large mcdonald kid place fun arcade elevator order pizza many cool menu item busy service pace meal minute love location parking minute,5 stars
26495,experience place good place nice many thing kid service mcdonald pasta pizza terrible idea order pizza many thing hour minute plenty tourist many group mine problem staff attention good overwhelmed waiting time case hour half large mcdonald world tourist attraction city service pizza area positive comment second ration order free retribution recomendation order pizza large group busy time,2 stars
26496,cool mcdonald story mcdonald place arcade traditional menu option pasta ravioli pizza cake cheese cake kind mcdonald,4 stars
26497,aesthetic location huge arcade area kid floor ton aquarium bunch cool stuff little well service food quality large mcdonald country cool able order pizza pasta available mcdonald flavorful price high normal mcdonald restaurant sense,3 stars
26498,world large mcdonald kid typical menu item pasta pizza order dessert large selection tasty downside food minute food room temperature course kid hour play area arcade game order many prize place overall good experience,5 stars
26499,hand good mcdonald game room price reasonable enough chip restaurant clean fresh staff friendly elevator game room restaurant,5 stars
26500,large mcdonald food pizza pasta seating ordering process food time challenge burger fast minute pizza minute time order pizza worth single visit playground kid quick bite location less people quick service,4 stars
26501,large mcdonald great interior storied building play area kid famous tourist facility mcdonald busy good term service quality long waiting order matter use kiosk counter order food usual mcdonald,3 stars
26502,mcdonald place opinion arcade game second floor kid hour food order kiosk first floor number table order,5 stars
26503,huge large play place fun arcade pizza mcdonald overall delicious great flavor crust little thin liking clean floor little sticky bathroom clean,4 stars
26504,atmosphere little hectic food amazing food hometown mcdonald pesto pasta chocolate peanut butter cake visit arcade play child light parking lot,5 stars
26505,reason mcdonald dirty bathroom good arcade fun,3 stars
26506,location nice food table star food star extra nugget happy meal,4 stars
26507,love place world large mcdonald different pizza pasta waffle option elevator sign restaurant open nice amusement park,5 stars
26508,good time large mcdonald world place great area pizza fantastic next time pasta staff friendly helpful well,5 stars
26509,great experience recent trip large selection food pizza pasta large bakery selection second floor dine many table large arcade large kid area due covid,5 stars
26510,world big mcdonald pizza pasta honest pasta,4 stars
26511,huge busy jungle gym arcade diverse usual oven pizza bad pasta slow know,3 stars
26512,cool place food menu pasta cool good service good good time,4 stars
26513,overall good experience large country big place upstairs arcade area additional option pizza pasta good item additional cook,4 stars
26514,food good soda weak fast service efficient arcade staff friendly overall great experience,5 stars
26515,night game pm first time adult child line full people luggage last meal big different pizza pasta pizza good,5 stars
26516,bucket list world big mcdonald cool pasta madhouse worth experience first night kiddo play area amount child little nervous worth visit employee nuts,4 stars
26517,great experience week place pizza good tonight complain pizza greasy people,4 stars
26518,fantastic restaurant good time premium menu item reasonable clean staff exceptional,5 stars
26519,food quality service food lot location pizza pasta large fry burger drink party food pizza way well pizza place drive special item order pizza pasta sure regular issue,4 stars
26520,sure world large mcdonald fast food place wrong place huge brick oven thin crispy pizza hand pasta speciality meal station everyday kitchen staircase arcade area pizza topping small personal pie thin crispy,4 stars
26521,great place kid playground playroom great min play card food long busy place,4 stars
26522,staff love old school setup great pitstop long drive,5 stars
26523,long thru car front minute fish sandwich sandwich wound staff confused order counter worker many time,1 star
26524,slow mcdonald staff difficult deal time wrong great location clean facility,2 stars
